Carbon Finance Index,"Agriculture, forestry, and fishing, value added USD",Trade in USD,Fossil fuel subsidies in USD,Carbon intensity of energy production (Kg/KWh),Imported or exported CO₂ emissions per capita,Consumption-based carbon intensity (Kg/$),Annual GDP Growth,Fossil fuel consumption per capita (TWh)
-0.14423263,-0.90829813,-0.53400517,-0.5792182,0.15691029,-0.61868995,-0.21238638,-0.14081487,-0.6991847
-0.30804452,-0.8969563,-1.03057,-0.7284046,0.31637818,-0.80862474,-0.4204468,-0.25531355,-0.9981129
-0.37102175,-1.0991614,-0.6202512,-1.1792674,0.3476075,-0.68191534,-0.84197176,1.511674,-0.6873915
-0.019306563,-0.98721176,-0.9691339,-0.97247374,-0.55773896,-0.552668,-0.13094145,-0.86214197,-0.65657055
-0.53923345,-0.4492265,-0.7762168,-0.8284162,0.7466814,-0.8222949,-0.19959487,-0.031112365,-1.0052783
-0.72331977,-0.95621884,-0.757047,-0.9977987,0.04595072,-0.5408378,-0.088752076,0.07737652,-0.66274446
-0.04382755,-0.9939516,-0.9683929,-0.96807796,-0.49018705,-0.5921733,-0.1342704,-0.87752473,-0.6864371
-0.38379237,-1.033709,-0.5814794,-1.0409616,0.38599914,-0.6358933,-0.73346186,1.3545189,-0.6480419
-0.2859597,-1.0155637,-0.9692693,-0.93738383,-0.49386227,-0.55262464,0.019321013,-0.866305,-0.70084834
0.36473444,-0.9973136,-0.9996697,-0.99817175,-0.72073776,-0.6492189,-0.5136107,-0.82254696,-0.6268775
-0.7128585,-0.93931615,-0.7033683,-0.9850581,0.05328531,-0.5402335,-0.13647124,0.049498923,-0.678064
0.9199686,-1.0245856,-0.9916304,-1.0106562,-0.38431185,-0.70471513,-0.4900462,-0.5894871,0.023514811
0.5635476,-0.9910758,-0.94384515,-0.9781824,-0.55094916,-0.7535166,-0.9188211,-0.73830956,-0.73463166
0.53082246,-0.9912453,-0.79639435,-0.77816415,0.21065117,-0.68423647,-0.36310425,-0.5683089,-0.7110287
-0.9972013,-0.98297995,-0.9367892,-0.9992064,0.14869913,-0.52900726,0.034718756,0.26847154,-0.63963616
-0.14469251,-0.92696476,-0.7598868,-0.6303147,0.22303589,-0.70180696,-0.330633,-0.29097086,-0.80324924
-0.12306585,-0.91941977,-0.6261428,-0.52722913,0.21222499,-0.6472554,-0.23813511,-0.21948504,-0.7363652
0.20895776,-0.9920711,-1.0029707,-0.95332605,-0.07701428,-0.7179577,-0.70196444,-0.80698276,-0.8229662
-0.4236951,-0.6586981,-0.5421828,-0.95084465,0.6204844,-0.6990444,-0.5337602,0.9117453,-0.7597929
0.7454289,-1.0103542,-0.9161838,-0.9510303,-0.20589972,-0.61207426,-0.6976497,-0.66309613,-0.8252653
-0.7972704,0.26149023,-0.3546936,-0.8490898,1.4843355,-0.84631455,0.16372345,0.25730133,-0.9367957
-0.26531386,-0.9219664,-0.7010249,-0.83347124,0.30070335,-0.630786,-0.50926185,0.5210407,-0.73216367
0.7510308,-0.9754218,-0.8794539,-0.98936707,-0.87285,-0.7349901,-0.9271616,-0.68204635,-0.63023853
-0.32756382,-0.28716493,-0.20563579,-0.62580854,0.09936662,-0.7395126,0.28138912,-0.5794473,-0.68247706
-0.15902221,-0.9196141,-0.6166081,-0.57316107,0.18225834,-0.6378173,-0.25074595,-0.14413428,-0.7298766
-0.58814067,-0.2799924,-0.67180437,-0.82863086,0.9233567,-0.82172114,-0.098934904,0.003283963,-0.9586749
-0.15543365,-0.9084065,-0.7908699,-0.6434241,0.22491756,-0.71534157,-0.33593804,-0.28213298,-0.8236185
-0.008006357,-0.93041927,-0.826121,-0.7982017,0.16510546,-0.6713014,-0.49656767,-0.48486367,-0.80358154
0.9550592,-1.0025626,-0.98846114,-0.99334157,-0.3865735,-0.70426553,-0.5181979,-0.592559,-0.06088275
-0.45215973,-0.93243206,-0.3783693,-0.96501225,0.02496463,-0.55306417,-0.27648255,-0.03878222,-0.7451515
