Carbon Finance Index,"Agriculture, forestry, and fishing, value added USD",Trade in USD,Fossil fuel subsidies in USD,Carbon intensity of energy production (Kg/KWh),Imported or exported CO₂ emissions per capita,Consumption-based carbon intensity (Kg/$),Annual GDP Growth,Fossil fuel consumption per capita (TWh)
-0.7773852,-0.9425758,-0.95112276,-0.9037379,0.17235877,-0.5719481,-0.048843298,0.13781103,-0.6535674
-0.18182197,-0.9027318,-0.8305374,-0.6540622,0.23564999,-0.711761,-0.37117457,-0.3196415,-0.8495052
0.09672323,-0.96008635,-1.0353454,-0.9996457,0.08262557,-0.6912809,-0.6440074,-0.8410943,-0.8724834
-0.62312526,-0.64528483,-0.8938323,-0.6978398,0.689329,-0.8372219,-0.2311749,-0.07378335,-1.0014904
-0.05488261,-0.8972667,-0.58117443,-0.5081532,0.17593059,-0.6126145,-0.19184998,-0.20838037,-0.69863105
-0.32088485,-0.8490132,-1.0027833,-0.68392193,0.32429957,-0.77291316,-0.37221223,-0.25326762,-0.9671193
0.9333449,-0.9665733,-0.85137045,-0.66764194,0.63466465,-1.0145327,0.002029896,-1.0113319,-0.2565326
0.9538173,-0.9898761,-0.9968436,-0.97391105,-0.21189885,-0.7462076,-0.3865267,-0.67616755,-0.006750431
-0.4487721,-1.0411369,-0.6541922,-1.1218975,0.33818966,-0.64850754,-0.704486,1.2831914,-0.65997756
0.72316647,-0.97647583,-0.9124307,-0.994517,-0.6854715,-0.71992767,-0.9156771,-0.6651365,-0.72759926
0.06541799,-1.046074,-1.0191834,-0.9852961,-0.63024,-0.6258615,-0.27564618,-0.9404197,-0.6935579
0.09756281,-0.9620679,-0.96859145,-0.96152216,0.14411923,-0.72213036,-0.7021707,-0.78183335,-0.8975595
-0.68991774,0.9163681,0.9991611,-0.16754855,0.835288,-0.9987747,0.86791384,0.021898247,-0.7856473
-0.37841716,-0.8176023,-0.9639967,-0.6920125,0.37733275,-0.7994005,-0.3340454,-0.26526275,-0.97787905
0.78439933,-1.1716872,-1.0481353,-0.71932703,0.45553476,-1.0265625,-0.15792139,-1.1303834,-0.38630494
-1.5262876,2.0583887,2.1675835,0.38366702,1.8198111,-1.6483727,1.6311368,0.4982101,-1.2272208
0.9787024,-1.0450625,-1.0068378,-1.0410881,-0.45265192,-0.72268623,-0.5049905,-0.6572615,-0.007295582
0.93119097,-1.0332532,-0.93241453,-1.0240909,-0.50431424,-0.6245766,-0.79269314,-0.6881865,-0.7603634
-0.07041652,-0.91401035,-0.61139244,-0.5158559,0.17610343,-0.65131783,-0.21858652,-0.18172783,-0.70484596
0.9526023,-1.0222363,-0.86144865,-0.95967346,-0.106144235,-0.5043977,-0.582711,-0.5210196,-0.8101899
-0.12265652,-0.9214078,-0.7079121,-0.6228053,0.20864096,-0.67645615,-0.31890178,-0.2641557,-0.7846875
0.5818116,-0.99218154,-0.898109,-1.0364637,-0.8084497,-0.6778724,-0.77785516,-0.74227184,-0.6226328
-0.50755,-1.0106844,-0.47508797,-1.0459352,-0.013974153,-0.61289406,-0.28619772,-0.08602556,-0.7675598
0.38270274,-0.99340856,-0.96086836,-0.98177826,-0.4183913,-0.7149706,-0.72154015,-0.78627473,-0.7553684
-0.4379892,-0.94038755,-0.47013414,-0.93085694,0.055159464,-0.58804184,-0.26421842,-0.08593776,-0.752449
-0.81622475,-0.9718995,-0.91087663,-0.98781174,0.09644953,-0.5739191,-0.052532267,0.12164735,-0.670871
0.95904195,-0.96134174,-0.81190807,-0.8091282,0.30954486,-0.7675817,-0.28419214,-0.76535624,-0.59219456
0.9271513,-0.9437177,-0.8160964,-0.6503367,0.7182737,-1.0121324,0.05185022,-1.0240793,-0.298107
0.8984785,-1.0096723,-0.90666705,-1.0209291,-1.0723381,-0.78012735,-1.086824,-0.7828901,-0.6043281
