Carbon Finance Index,"Agriculture, forestry, and fishing, value added USD",Trade in USD,Fossil fuel subsidies in USD,Carbon intensity of energy production (Kg/KWh),Imported or exported CO₂ emissions per capita,Consumption-based carbon intensity (Kg/$),Annual GDP Growth,Fossil fuel consumption per capita (TWh)
0.30180636,-1.0348514,-0.9643806,-1.0151911,-0.70538676,-0.6830881,-0.5388807,-0.8766208,-0.7121521
-0.43561906,-0.9347545,-0.39400288,-0.9979174,0.029041592,-0.5850466,-0.27174044,-0.05641841,-0.7514726
-0.45278755,-0.97830075,-0.4277403,-1.0528955,-0.083082125,-0.5728628,-0.29379004,-0.11609911,-0.78558975
-0.49424618,-0.95094645,-0.90955454,-0.7840206,0.19552816,-0.62764823,-0.13758253,0.030271746,-0.7084024
-0.4900675,-0.97911125,-0.3605448,-1.0988653,-0.016845867,-0.6078283,-0.27571893,0.01197619,-0.83991134
-0.033984236,-0.93972147,-0.7417985,-0.69500095,0.17682676,-0.6601907,-0.3966456,-0.35795116,-0.7782619
-0.15060928,-0.89092505,-1.0051103,-0.7901464,0.2605893,-0.75949585,-0.51072466,-0.44474128,-0.9506837
0.28306702,-0.9782452,-0.89436513,-0.7854511,0.08291145,-0.6439692,-0.46335256,-0.4257815,-0.85599405
-0.8663818,-0.9754425,-0.9160959,-0.99654025,0.13905859,-0.5726047,-0.053782817,0.16041094,-0.6869954
0.9968132,-1.0027436,-0.86319643,-0.94125533,-0.079249725,-0.48259598,-0.5897839,-0.516973,-0.790732
-0.48092833,-0.9383638,-0.3682059,-0.9841137,0.038508147,-0.57056075,-0.2561372,-0.056589983,-0.74106276
-1.0374397,-1.0405822,-1.0797259,-1.0157069,0.10400249,-0.53262156,0.1105303,0.23123893,-0.662663
-0.48428395,-0.941612,-0.38878986,-1.0531448,0.01749368,-0.57664853,-0.28195024,-0.002378784,-0.7952287
-0.4763641,-0.60226184,-0.86905885,-0.7605145,0.6026063,-0.8265924,-0.2517537,-0.15324035,-0.99876064
-0.10828275,-0.9208362,-0.61487496,-0.5530215,0.1688675,-0.6362916,-0.2303807,-0.1618982,-0.70281476
0.012798555,-1.0933546,-1.0422902,-0.974304,-0.38754886,-0.5965821,-0.14592458,-0.87647176,-0.513397
0.7552777,-0.9345622,-0.8704857,-1.0099477,-0.89608717,-0.68987995,-0.977988,-0.59655905,-0.63557893
-0.25863627,-0.958246,-0.7649514,-0.9705668,-0.3460338,-0.5580329,-0.12267302,-0.56562704,-0.7484838
-0.45752135,-0.9351862,-0.30557507,-1.1063025,-0.058813184,-0.5484418,-0.32967997,0.019187354,-0.80213463
0.078506775,-1.0552908,-0.9745699,-0.9938778,-0.6320296,-0.62109447,-0.25184506,-0.91833603,-0.6535977
0.49558434,-0.9799287,-0.91157895,-0.97982395,-0.6758068,-0.67873067,-0.71210295,-0.7306043,-0.67882717
0.97106576,-1.0225692,-0.99986386,-1.0131403,-0.36383903,-0.69311386,-0.42909935,-0.6190661,0.06482376
0.797271,-0.9896885,-0.92421615,-1.0155412,-0.9156962,-0.78160316,-1.0486029,-0.6861975,-0.6369362
-0.1058329,-0.9384004,-0.60338736,-0.5569492,0.19764279,-0.66821223,-0.2654218,-0.17369407,-0.73626703
-0.06178482,-0.9466087,-0.71837217,-0.7987179,0.15099084,-0.6698474,-0.41752762,-0.35937527,-0.78466165
0.06943826,-0.9607234,-1.0027782,-0.9487439,0.15544093,-0.7272949,-0.7002462,-0.7829245,-0.8877418
-1.0838926,-1.0095173,-1.001531,-1.0163547,0.12814094,-0.52564055,0.075362444,0.3451695,-0.65612996
-0.73621345,-0.95185316,-0.87967986,-0.9528193,0.09179059,-0.5583267,-0.08658564,0.028489508,-0.68109274
0.8354712,-1.0250858,-0.9343498,-0.99290097,-0.8687837,-0.7709239,-0.94894904,-0.7186898,-0.49444124
-0.806417,-1.0085976,-0.97267056,-1.0001196,0.03511414,-0.5989652,-0.026833903,0.06430016,-0.71144104
0.9697681,-1.0150564,-0.88071424,-0.9347606,-0.011532437,-0.5892623,-0.55506146,-0.58347434,-0.78272676
-0.15140381,-0.89106643,-0.9580227,-0.75524855,0.24613997,-0.7557801,-0.47616252,-0.40794274,-0.94465435
