Carbon Finance Index,"Agriculture, forestry, and fishing, value added USD",Trade in USD,Fossil fuel subsidies in USD,Carbon intensity of energy production (Kg/KWh),Imported or exported CO₂ emissions per capita,Consumption-based carbon intensity (Kg/$),Annual GDP Growth,Fossil fuel consumption per capita (TWh)
0.006189533,-0.9336416,-0.89295256,-0.92184806,0.14262822,-0.6921085,-0.6122776,-0.63565296,-0.8769524
-0.6544065,-0.95986706,-0.86292773,-0.94006485,0.22571634,-0.5911001,-0.20503281,0.30910555,-0.6592438
-0.005282067,-0.9814148,-0.9649714,-0.9688548,-0.64067626,-0.5251372,-0.047269713,-0.9431008,-0.68614435
-0.3265268,-0.90016663,-1.04345,-0.71673447,0.3442366,-0.815575,-0.4267173,-0.3148037,-1.023733
0.9240576,-0.98664117,-0.8712744,-0.7430284,0.4032647,-0.92782795,-0.09690888,-0.9417435,-0.18925326
-0.96230793,-1.0392004,-1.0625994,-0.9765895,0.07670039,-0.566082,0.057103712,0.16641453,-0.66519773
-0.7614726,-0.974174,-0.8935017,-1.0207186,0.08113536,-0.5856151,-0.071165696,0.119615026,-0.7237377
-0.18035772,-0.939697,-0.58665526,-0.6269581,0.14004259,-0.6426644,-0.23440619,-0.17324483,-0.73448473
-0.18380865,-0.95931876,-0.6735934,-0.7775266,0.24994248,-0.64181495,-0.47442895,0.37958604,-0.70548004
-0.13880685,-0.9681801,-0.932041,-0.9392333,-0.5010439,-0.54616314,-0.13181634,-0.8182539,-0.7302944
0.09805406,-0.96422696,-1.0661697,-1.0193027,0.13231339,-0.69105625,-0.6641667,-0.8414121,-0.8985361
1.0012801,-1.0107887,-1.0036873,-0.97776634,-0.34815156,-0.7301115,-0.4456846,-0.6234945,0.047604028
0.86586857,-0.9889501,-0.8969799,-0.9910671,-0.9988186,-0.75009924,-1.0313534,-0.7203311,-0.61725456
-0.11677759,-0.9232763,-0.6811574,-0.59231913,0.20421545,-0.6643127,-0.29201183,-0.23996398,-0.76262945
