Carbon Finance Index,"Agriculture, forestry, and fishing, value added USD",Trade in USD,Fossil fuel subsidies in USD,Carbon intensity of energy production (Kg/KWh),Imported or exported CO₂ emissions per capita,Consumption-based carbon intensity (Kg/$),Annual GDP Growth,Fossil fuel consumption per capita (TWh)
0.9844426,-1.0250684,-0.87173253,-0.95311576,-0.16242395,-0.496575,-0.58023405,-0.57136667,-0.76016736
-0.51488614,-1.0144984,-0.7112835,-1.0756993,0.3099513,-0.62021214,-0.5672302,1.0203936,-0.64751685
0.4753453,-1.0078887,-0.9408733,-0.96020985,-0.6567227,-0.70942587,-0.7320947,-0.7577712,-0.69508976
-0.4887111,-0.95189804,-0.63721263,-0.8684392,0.07106042,-0.5853503,-0.20356806,-0.104064725,-0.7258668
-0.5895462,-0.28971475,-0.6926693,-0.8424692,0.9163832,-0.83271116,-0.1117769,0.009918444,-0.9936951
-0.11988332,-0.95839715,-0.6250629,-0.58584774,0.21892957,-0.6493615,-0.2958339,-0.07505243,-0.7332675
-0.15627539,-0.90840954,-0.5329913,-0.6907085,0.12309412,-0.6031646,-0.22875406,-0.14405873,-0.6976985
0.8620155,-1.0197546,-0.8782288,-0.9535491,-0.1401249,-0.5123159,-0.5739595,-0.56260794,-0.8016964
-0.89693123,-0.97256434,-0.97609556,-0.95786315,0.1272229,-0.56123644,-0.011387374,0.14181182,-0.6586898
0.10327978,-0.9818226,-0.9910132,-0.98373157,0.1417826,-0.725377,-0.7236915,-0.78899807,-0.8984061
0.9739726,-1.0123118,-0.8957801,-0.8967764,0.08667882,-0.78602946,-0.32738787,-0.74504745,-0.29012766
-0.12698808,-0.9773599,-0.9403168,-0.9705032,-0.5693072,-0.55570847,-0.04316808,-0.85628885,-0.74323976
-0.617999,-0.9486489,-0.8157405,-0.8523948,0.10381232,-0.5707601,-0.10062565,-0.049403705,-0.6910515
-0.1773999,-0.9380603,-0.6700251,-0.6298033,0.20976509,-0.64671,-0.29369184,-0.027479596,-0.71160215
0.11419181,-0.98689204,-1.0014766,-0.99033177,-0.47578883,-0.6041031,-0.30156648,-0.83721596,-0.76694417
