Carbon Finance Index,"Agriculture, forestry, and fishing, value added USD",Trade in USD,Fossil fuel subsidies in USD,Carbon intensity of energy production (Kg/KWh),Imported or exported CO₂ emissions per capita,Consumption-based carbon intensity (Kg/$),Annual GDP Growth,Fossil fuel consumption per capita (TWh)
-0.9335,-0.9500364,-0.93117017,-0.9480257,0.15572101,-0.5340744,-0.003217574,0.20633364,-0.6380589
-0.1775752,-0.8913617,-0.966714,-0.74914426,0.2587,-0.7648002,-0.4806564,-0.3878702,-0.9560542
-0.36806193,-0.86297876,-1.014317,-0.7005816,0.34903646,-0.8150354,-0.38150543,-0.27472207,-1.0171906
0.96040666,-1.0215188,-1.0233406,-1.0279142,-0.4083225,-0.710183,-0.4760426,-0.6366368,0.022299264
-0.5768932,-0.95188206,-0.5458272,-1.0592616,0.01603027,-0.56799793,-0.20516871,0.026954524,-0.769548
-0.27709517,-0.9063158,-1.0261374,-0.75661194,0.31780332,-0.80607545,-0.4488661,-0.33890787,-1.0065687
0.29077885,-1.1651429,-1.0244516,-1.030169,-0.5021835,-0.6360599,-0.3299179,-0.8278889,-0.34654972
-0.10940193,-0.9895294,-0.67834944,-0.76503557,0.2353728,-0.64695895,-0.4829833,0.3207101,-0.73624617
0.9211174,-0.98901004,-0.89956987,-0.76520735,0.3785826,-0.9125857,-0.11391929,-0.8891441,-0.22176158
1.0341203,-0.972374,-0.7894244,-0.6292607,0.84011096,-1.0885067,0.070627734,-1.0742795,-0.30984154
-0.49182695,-0.95513463,-0.32862908,-1.043684,0.014524557,-0.5637589,-0.28679448,0.015624173,-0.76311475
-0.034138344,-1.0456283,-0.97143114,-0.934678,-0.3318721,-0.59923565,-0.13210918,-0.88510305,-0.5620985
-0.25271413,-0.8746655,-0.92519724,-0.6526604,0.28234416,-0.7427756,-0.33725637,-0.27213374,-0.9091619
0.081448756,-0.9620337,-0.9669715,-0.9842151,0.14707652,-0.7147804,-0.68949264,-0.7525535,-0.8850457
-0.5082562,-0.946695,-0.38380018,-1.0049591,0.04474511,-0.5844635,-0.2970423,-0.03604939,-0.7818723
-0.6436496,-0.15582182,-0.57721454,-0.84773594,1.0401617,-0.83760864,-0.025844824,0.08510245,-0.9421016
0.57777214,-1.0654709,-1.0459445,-1.0047659,-0.3864367,-0.6339653,-0.3152634,-0.7201839,-0.19378021
0.9508755,-1.0100106,-1.0027264,-1.0104128,-0.40405977,-0.717271,-0.47766855,-0.66245353,-0.010914912
0.10150678,-0.9630194,-0.9978825,-0.98454696,0.17456453,-0.71468,-0.72408783,-0.818613,-0.8888852
0.5468327,-1.0873971,-1.074493,-1.0057238,-0.40713197,-0.62073857,-0.32652593,-0.7296627,-0.19374216
1.0439515,-0.9293605,-0.77683973,-0.54341185,0.82956934,-1.0576231,0.11981551,-1.100063,-0.2770635
-0.30261537,-0.8866213,-1.0274913,-0.7480609,0.32313073,-0.7897123,-0.4146549,-0.328931,-0.99121076
-0.11360302,-0.92409766,-0.70767576,-0.61668265,0.20394425,-0.67363745,-0.327751,-0.2783796,-0.7769963
0.82239276,-0.99581766,-0.8835017,-1.0116178,-0.96403676,-0.7768534,-1.0337015,-0.71735847,-0.6491552
0.93253136,-0.99618626,-0.8179994,-0.60518914,0.7612527,-1.0705161,0.057566244,-1.0930706,-0.29152188
-0.77815944,-0.23441432,-0.5953575,-0.8034969,0.9784537,-0.81152505,0.0511065,0.13978177,-0.94468015
-0.17169064,-0.9137363,-0.5005126,-0.7145682,0.12578912,-0.5918251,-0.25901768,-0.104129344,-0.69000906
-0.51262826,-0.9448787,-0.37314212,-1.0145656,0.03156501,-0.569194,-0.2773915,-0.042622887,-0.7655018
0.75211155,-0.97662234,-0.96427786,-0.9173689,-0.23072459,-0.69613796,-0.36474758,-0.6415416,-0.27529186
0.6576058,-0.9801212,-0.9098625,-0.9243832,-0.04929182,-0.5478968,-0.58261925,-0.6234972,-0.8147951
0.937518,-0.97328913,-0.8125057,-0.6322691,0.74171346,-1.0214273,0.052675474,-1.0429592,-0.30636162
0.9310825,-1.0285269,-0.87320125,-0.96163017,-0.11771713,-0.47248268,-0.5657795,-0.51180905,-0.781044
0.1796025,-1.0350287,-1.0067705,-0.98224765,-0.4660403,-0.5887325,-0.18282737,-0.8373207,-0.4302897
-0.033446573,-0.95360255,-0.9263359,-0.96238285,0.06243875,-0.69954383,-0.5925395,-0.6789745,-0.8874414
-0.28853002,-1.0525737,-0.49318498,-1.111997,-0.40408033,-0.55839807,-0.2733853,-0.33678743,-0.82775253
0.73377836,-0.98716456,-0.88399255,-1.0110918,-0.874808,-0.72608286,-0.91158164,-0.7278373,-0.62264746
0.3612675,-1.1401477,-1.1026198,-0.89637876,-0.29251146,-0.6645485,-0.24012686,-0.88438296,-0.3458425
0.93036175,-1.0139174,-0.99310726,-1.0202956,-0.48633003,-0.71534073,-0.54926014,-0.64257824,-0.09960896
-0.4210676,-0.99211025,-0.50830114,-1.0211452,-0.11875482,-0.59245104,-0.26057497,-0.2251448,-0.77061504
-0.10341545,-1.0051972,-0.9654689,-0.9832337,-0.5275271,-0.565443,-0.08575635,-0.87379503,-0.69800806
-0.61521405,0.10223375,0.2372042,-0.442341,0.41792023,-0.8261718,0.58265996,-0.46450016,-0.7487624
-0.28457054,-0.8987192,-1.0329514,-0.74456716,0.3288666,-0.8120357,-0.4529678,-0.40015042,-1.0096079
0.9753269,-1.0240178,-0.8801368,-0.9001291,0.09871459,-0.6531009,-0.4827766,-0.66218895,-0.745524
-0.21365604,-0.90738213,-1.0226212,-0.7630879,0.2942629,-0.80001044,-0.49694887,-0.41718107,-0.99646723
-0.71350545,0.6022029,0.7025963,-0.2521144,0.72618645,-0.9739968,0.82959676,-0.24320135,-0.7864671
-0.14895293,-0.9182942,-0.5969794,-0.5375752,0.1908961,-0.64078945,-0.21915375,-0.15885928,-0.7026682
0.95046306,-1.0824065,-1.0386841,-1.0253291,-0.4290135,-0.7110661,-0.4782037,-0.6580391,0.06190038
0.9230374,-1.02591,-0.919464,-1.0311421,-0.57272655,-0.6311923,-0.83465964,-0.63193077,-0.71293753
-0.12986556,-0.89504266,-0.9485577,-0.7684176,0.23585367,-0.74552804,-0.49899542,-0.44051504,-0.9203826
0.9412029,-1.0087453,-0.8321742,-0.61123246,0.77886313,-1.0769018,0.030708123,-1.0950227,-0.30023798
-0.36452082,-0.8120244,-0.91946477,-0.60112005,0.40186816,-0.7929535,-0.30018204,-0.2151125,-0.97516745
-0.08582201,-0.98496747,-0.9488586,-0.953035,-0.5124246,-0.57676345,-0.084469065,-0.86362034,-0.6986799
-0.31295523,-0.8836408,-1.0400133,-0.71032554,0.3396634,-0.8092832,-0.39917958,-0.27196392,-1.0076708
-0.1437403,-1.0166619,-0.9565088,-0.9674385,-0.47269797,-0.5631471,-0.14324759,-0.84353125,-0.7688528
0.49003243,-0.98132026,-0.9693538,-0.9895089,-0.14560771,-0.69669724,-0.7509333,-0.7817295,-0.83737004
-0.34350726,-0.8772616,-1.0159318,-0.67266685,0.33934563,-0.8088873,-0.38591483,-0.29099855,-1.008115
0.2313391,-0.9878017,-0.960097,-0.9744058,-0.13274527,-0.72141963,-0.7078054,-0.78417516,-0.7993603
-0.22726512,-0.93984765,-0.60020816,-0.61876714,0.16972658,-0.64751935,-0.22109583,-0.16283223,-0.7255276
-0.5209062,0.62511104,0.66938925,-0.28871775,0.62586457,-0.9047567,0.67832947,-0.089909635,-0.74852496
0.047032274,-0.98788667,-1.043494,-0.9898863,0.20051429,-0.7600357,-0.72868335,-0.8049653,-0.90228117
0.92350805,-0.9923352,-0.9431051,-0.9908497,-0.22150074,-0.6762201,-0.45915398,-0.6270228,-0.19101903
-0.03830885,-0.91728836,-0.5873829,-0.483905,0.17769308,-0.6170428,-0.22367592,-0.18607739,-0.7001131
0.38662592,-1.1679783,-1.0865388,-0.9953635,-0.42974472,-0.60549384,-0.23950876,-0.8993734,-0.25324968
0.97828794,-1.1055651,-0.9760105,-0.6568848,0.7767272,-1.1335943,-0.06607236,-1.1940111,-0.38948402
-0.64764583,-0.13122483,-0.5699699,-0.86257845,1.0674428,-0.82804704,-0.065875664,0.123999365,-0.9745349
-0.8904023,-1.0454003,-0.96408033,-0.9974985,0.19131033,-0.57936937,-0.07680184,0.3365952,-0.65783775
-0.11004514,-1.0119051,-0.671453,-0.7783985,0.27108866,-0.64423436,-0.5246022,0.39400867,-0.72305006
0.4698765,-1.0776141,-1.0008587,-1.0090119,-0.46273553,-0.65142417,-0.3385694,-0.73267144,-0.2626065
-0.17837673,-0.9618413,-0.6976873,-0.929676,-0.01393608,-0.64116216,-0.39310426,-0.4257619,-0.7876899
0.91018844,-0.99614966,-0.9005524,-1.0105119,-0.99670666,-0.7673865,-1.0608258,-0.75283617,-0.61603105
-0.48307827,-1.0023841,-0.37730783,-1.1120385,-0.030266836,-0.6184786,-0.32500127,-0.034800373,-0.8525019
-0.08783571,-1.0095903,-0.95025367,-0.9507458,-0.5471851,-0.5729014,-0.08951698,-0.88849324,-0.68605626
0.91385335,-0.99121225,-0.87847936,-0.7719727,0.4728238,-0.9013867,-0.13941999,-0.92783463,-0.35897213
-0.16135293,-0.9252808,-0.5596545,-0.6076121,0.15877533,-0.6250123,-0.23791093,-0.12871289,-0.71101093
-0.5623673,-0.9588317,-0.8520016,-0.7926994,0.14432244,-0.61542565,-0.090769306,-0.069720306,-0.6974796
0.9814464,-1.0278078,-1.007595,-1.015778,-0.34378397,-0.72696584,-0.45011976,-0.6230336,0.03434219
0.05909525,-0.94958884,-0.96175975,-0.9097195,0.14959769,-0.702453,-0.5980249,-0.6981492,-0.8657242
-0.43125734,-0.8627467,-0.8492555,-0.3592074,0.313056,-0.75314164,-0.05676676,-0.20734876,-0.79832596
-0.57681096,-0.98275363,-0.4885359,-1.047115,0.03622275,-0.57152253,-0.24702506,0.012729742,-0.7596438
0.14515957,-1.0058899,-1.0439725,-0.99755424,0.13491511,-0.7466959,-0.75299585,-0.9012301,-0.9214041
0.079417385,-0.993917,-0.9262878,-0.98895985,-0.24448065,-0.68016094,-0.49340162,-0.78375965,-0.7715663
-0.41177967,-0.93921036,-0.40302473,-0.9651757,0.056663133,-0.5895476,-0.27990907,-0.05858647,-0.7539667
1.008272,-1.0507618,-1.0427692,-1.0196218,-0.3812691,-0.72452605,-0.4994926,-0.6353541,-0.017237123
-0.15150398,-0.94111323,-0.5553203,-0.6849026,0.16896246,-0.62808967,-0.2905133,-0.15753202,-0.7212113
0.14728197,-1.065981,-0.9842711,-0.67152107,0.04946001,-0.73132366,-0.011315476,-1.0184655,-0.4871882
0.85500896,-0.97346944,-0.8761588,-0.9871112,-0.9612335,-0.7495878,-1.0284442,-0.71454495,-0.6205361
0.8902723,-1.0190077,-0.97875804,-0.9967286,-0.38670146,-0.69614303,-0.49197552,-0.5778222,0.023707513
-0.07718464,-1.0409302,-1.0192399,-0.96775645,-0.52986217,-0.6077828,-0.078636006,-0.91595906,-0.7152978
0.8113669,-0.97695106,-0.89282054,-0.9898009,-0.91249174,-0.7455025,-0.9576845,-0.7342216,-0.61156785
-0.48399976,-0.990419,-0.3896077,-1.0616703,-0.036354627,-0.5912058,-0.32003868,-0.08004709,-0.80475485
-0.13136616,-0.9254377,-0.5673782,-0.5662685,0.17625713,-0.6390376,-0.23119597,-0.13533151,-0.69835174
-0.44952002,0.06876786,0.15501106,-0.5182056,0.32558125,-0.7553198,0.4573388,-0.3193922,-0.71336925
0.93140125,-0.95019513,-0.83077073,-0.6768385,0.6076602,-0.985648,-0.009902626,-0.9635679,-0.29152068
-0.70821905,-0.9372484,-0.9077839,-0.888105,0.17693944,-0.5663374,-0.118488416,0.114703454,-0.68883747
0.4281747,-0.9891217,-0.9995599,-0.9983614,-0.2172546,-0.73937243,-0.83556384,-0.7870216,-0.8186987
-0.43245342,-0.94934165,-0.55912864,-0.9887194,0.4057324,-0.58141106,-0.6046273,1.2200189,-0.6230458
-0.6957661,-0.94190514,-0.6911998,-0.9843198,0.07193297,-0.5812008,-0.1345493,0.06081354,-0.7153122
-0.10238578,-0.9434624,-0.93530244,-0.9652589,-0.5175473,-0.5498703,-0.067048356,-0.8408504,-0.7135787
-0.39277825,-0.94657815,-0.42441514,-0.9878278,0.03194978,-0.60335964,-0.28562078,-0.09269894,-0.7656947
1.0190479,-1.037143,-1.0055739,-0.9896927,-0.394876,-0.70867777,-0.4901814,-0.6500361,0.031501148
0.111647084,-1.0667616,-1.0342253,-0.9861601,-0.42489666,-0.6144544,-0.16985299,-0.8332333,-0.45824495
0.8246792,-1.040756,-0.9099389,-1.0192341,-1.0248044,-0.80326277,-1.0691915,-0.7629227,-0.6438662
0.22712353,-1.0005705,-1.0226015,-0.98414296,0.04017462,-0.7396388,-0.7499976,-0.8688454,-0.86620903
-0.35365513,-0.9055703,-0.09494257,-0.8249212,-0.25712502,-0.57552797,-0.056615423,-0.57571167,-0.44470337
0.97980803,-0.9878267,-0.8631253,-0.92569613,-0.10855949,-0.57150525,-0.5311567,-0.5711267,-0.64306366
0.6266129,-0.98491204,-0.9223378,-0.9654518,-0.69126344,-0.7413468,-0.9375825,-0.6932379,-0.72468495
0.9958092,-1.0580868,-0.8721031,-0.9705592,-0.12696137,-0.5002449,-0.6158881,-0.5332479,-0.80837905
0.86921763,-0.9945179,-0.90525115,-1.015576,-1.0386419,-0.77765423,-1.077917,-0.69077986,-0.6141796
0.8676006,-0.99760616,-0.8957409,-1.0308915,-0.4004256,-0.6270902,-0.7484056,-0.5944355,-0.75197333
-0.031429082,-0.9417341,-0.7654064,-0.7846963,0.15827821,-0.66277975,-0.4551342,-0.42313775,-0.79478115
-0.46364918,-0.9220078,-0.27342448,-1.0499753,-0.032117546,-0.53570646,-0.2896306,0.055582978,-0.79835886
0.6173345,-0.9847331,-0.9343726,-0.9633283,-0.67806244,-0.74763733,-0.9217808,-0.690013,-0.73167276
-0.38477603,-0.7841439,-0.9698693,-0.69380206,0.40674663,-0.803795,-0.35297012,-0.2290957,-1.0067495
