Carbon Finance Index,"Agriculture, forestry, and fishing, value added USD",Trade in USD,Fossil fuel subsidies in USD,Carbon intensity of energy production (Kg/KWh),Imported or exported CO₂ emissions per capita,Consumption-based carbon intensity (Kg/$),Annual GDP Growth,Fossil fuel consumption per capita (TWh)
-0.2648652,-0.96840113,-0.6912225,-0.98903906,-0.3003391,-0.55549353,-0.14207841,-0.4427037,-0.74351084
0.9370178,-1.0278602,-0.972959,-1.0364836,-0.5598791,-0.7447239,-0.632481,-0.70106727,-0.19071977
-0.1192927,-0.91962373,-0.6455661,-0.54505134,0.20730993,-0.6470963,-0.23994231,-0.20711368,-0.73169357
-0.40910432,-0.9978515,-0.741135,-1.0461,0.28631294,-0.6333654,-0.56240225,0.9279633,-0.66291445
-0.17636415,-0.99817336,-0.93911445,-0.9617184,-0.55645907,-0.5628018,-0.030388843,-0.89447075,-0.7184402
-0.32963014,-0.98048186,-0.74496377,-0.9922749,-0.26530558,-0.5813083,-0.15546228,-0.5245495,-0.7473343
-0.09799077,-1.2071472,-1.0832536,-0.94740164,-0.37440127,-0.65073985,-0.190946,-1.0083557,-0.5946771
0.9708996,-1.062364,-1.0279818,-1.0401698,-0.4388289,-0.69684726,-0.46569437,-0.66975987,0.048451956
-0.9561403,-1.0092137,-1.0219007,-0.9651398,0.09180029,-0.5683916,0.053320263,0.1587582,-0.67724407
-0.4794775,-1.0614467,-0.7796065,-1.128124,0.26108164,-0.6141436,-0.57047296,0.96590537,-0.67206115
-0.10473987,-0.95767254,-0.8952102,-0.97915405,-0.30944198,-0.6175011,-0.21597658,-0.7405403,-0.782227
0.8694868,-0.99172235,-0.89583147,-0.99022406,-0.97816724,-0.75630504,-1.0234758,-0.72285044,-0.6155633
-0.7947217,-0.94008386,-0.89719164,-0.922558,0.1362032,-0.55841947,-0.040436316,0.048137,-0.670187
0.6732878,-0.98074013,-0.9231628,-0.99065924,-0.7071151,-0.7485772,-0.9508525,-0.692618,-0.73304045
0.8833634,-0.9887674,-0.9194423,-0.9444113,-0.2660513,-0.6285638,-0.5473352,-0.5792125,-0.47189534
-0.16573825,-0.98520416,-0.9357294,-0.9761341,-0.60185313,-0.5326164,-0.011831056,-0.9000002,-0.6914704
-0.4100186,-0.77048695,-0.913669,-0.69926417,0.41708857,-0.74738276,-0.35769102,-0.11351197,-0.962303
-1.1702563,1.9683443,2.0740042,0.21024404,1.5466286,-1.3387437,1.5275296,0.43561772,-0.95450336
