Carbon Finance Index,"Agriculture, forestry, and fishing, value added USD",Trade in USD,Fossil fuel subsidies in USD,Carbon intensity of energy production (Kg/KWh),Imported or exported CO₂ emissions per capita,Consumption-based carbon intensity (Kg/$),Annual GDP Growth,Fossil fuel consumption per capita (TWh)
0.08541427,-0.9922488,-0.8962259,-0.7211576,0.14102395,-0.6731908,-0.4331783,-0.40702164,-0.87747896
-0.48871818,-0.93408084,-0.3346169,-1.0460924,0.01926262,-0.55605286,-0.30143416,0.006033279,-0.77795047
0.38296863,-1.003701,-1.0075984,-0.9831014,-0.29552394,-0.7551384,-0.87806517,-0.81730694,-0.8093992
0.033864178,-0.95450187,-0.91899383,-0.9123097,0.16049562,-0.69401103,-0.6207906,-0.6796409,-0.8649691
-0.37538412,-0.9309908,-0.4063719,-1.0429018,-0.05342029,-0.5773698,-0.28401574,-0.10513003,-0.7501878
0.12930295,-0.9768418,-1.0306053,-0.9953701,0.1520607,-0.73980635,-0.75571865,-0.8627777,-0.9153741
-0.32009515,-0.899575,-1.046536,-0.72627,0.32167405,-0.81511885,-0.4231918,-0.27640706,-1.0083618
-0.46420377,-0.92463195,-0.42009252,-0.9627684,0.02688384,-0.5613485,-0.26741666,-0.06339214,-0.7428871
-0.51720166,-0.97992766,-0.6198832,-0.9915671,0.032025144,-0.6223856,-0.24748157,-0.1263341,-0.7934689
0.95924544,-1.0316564,-1.0181651,-1.0382289,-0.3841514,-0.685591,-0.4591154,-0.6087841,0.054313395
-0.2243563,-1.0101725,-0.95825076,-0.9614615,-0.5322369,-0.5822336,-0.056593966,-0.91867167,-0.72239095
0.30432215,-0.9955373,-0.7773617,-0.6729093,0.26680675,-0.72937465,-0.31474075,-0.49875525,-0.6974945
0.25984734,-1.0055016,-1.011622,-1.0013533,-0.0753129,-0.7393146,-0.82689154,-0.8630617,-0.84274405
-0.71334577,-0.044102088,-0.5184674,-0.8104554,1.1587816,-0.83415145,0.05638503,0.10540784,-0.9561878
