Carbon Finance Index,"Agriculture, forestry, and fishing, value added USD",Trade in USD,Fossil fuel subsidies in USD,Carbon intensity of energy production (Kg/KWh),Imported or exported CO₂ emissions per capita,Consumption-based carbon intensity (Kg/$),Annual GDP Growth,Fossil fuel consumption per capita (TWh)
-0.52001333,-1.0020673,-0.42306423,-1.0860056,0.001489364,-0.5671365,-0.2994004,0.02460394,-0.79787505
0.18953139,-0.9799484,-1.0135452,-0.9946496,0.0909991,-0.7252273,-0.756948,-0.8574756,-0.877257
-0.36862707,-0.98097146,-0.58315384,-1.024172,-0.20342068,-0.56816775,-0.20346327,-0.3214996,-0.7673299
-0.768785,-0.96344435,-0.9664957,-0.93799406,0.18505953,-0.58995485,-0.07273337,0.19186059,-0.6599723
0.7882712,-0.98651063,-0.9011158,-0.9843218,-0.90164024,-0.74715596,-1.0177457,-0.6908035,-0.66415435
-0.49536636,-0.9605484,-0.3715931,-1.0546267,0.005051289,-0.55678475,-0.2894447,0.009148158,-0.8048729
0.20569271,-1.0857035,-1.0544369,-1.0175799,-0.41923493,-0.63428587,-0.21220376,-0.83038914,-0.40399343
0.012000129,-0.95619714,-0.86210006,-0.8568621,0.18041156,-0.6966664,-0.56459314,-0.59203094,-0.8425716
0.9354106,-1.0470262,-1.0270195,-1.0271654,-0.35958034,-0.7260852,-0.45137665,-0.6300633,0.022602115
-0.075585686,-0.9347875,-1.0139244,-0.8767042,0.23989743,-0.7612831,-0.6102504,-0.604869,-0.93988335
0.27700245,-0.9999546,-1.0278311,-0.981852,-0.01622111,-0.74199975,-0.789031,-0.85254717,-0.8587806
-0.6029924,-0.9575602,-0.87241685,-0.8805466,0.18978523,-0.6037192,-0.16330044,0.17328012,-0.6617362
0.5675941,-0.9611665,-0.9020379,-0.96277773,-0.70899945,-0.71214676,-0.838544,-0.6942794,-0.67201656
0.39465827,-1.0555856,-0.92904365,-1.0365906,-0.72588986,-0.73585445,-0.6804795,-0.83743966,-0.7164998
1.0023884,-0.99679315,-0.8357868,-0.7212355,0.4816091,-0.8689764,-0.17383452,-0.9040214,-0.4984991
0.603775,-0.9541961,-0.91403615,-0.9518034,-0.6121269,-0.7049069,-0.8291621,-0.71607435,-0.72473586
-0.4237619,-0.9503783,-0.4511786,-0.92513067,0.066687614,-0.5879355,-0.28359622,-0.07226332,-0.7518042
-0.7460674,-0.2984652,-0.38152915,-1.0142103,0.9593735,-0.74554366,-0.27816522,0.8743873,-0.8434915
-0.9934904,-0.98309183,-0.93985015,-0.9897603,0.16215956,-0.56911105,0.02436814,0.23365504,-0.6909878
-0.35725346,-0.9951359,-0.8442849,-0.86497515,-0.3119235,-0.5768127,0.025183547,-0.9974878,-0.6809476
-0.10060238,-0.9118984,-0.5623724,-0.50644225,0.19393142,-0.6300371,-0.20566024,-0.16241066,-0.69677484
-0.4096832,-0.9639611,-0.5355207,-0.8586548,0.095972806,-0.61115617,-0.27202508,-0.12468474,-0.7568093
0.9527545,-1.0221052,-1.0168713,-0.99680805,-0.33942688,-0.71283334,-0.43496272,-0.63959867,0.013939656
-0.051777266,-0.8936838,-0.7646632,0.19181548,0.39168477,-0.7976131,0.31746817,-0.63999903,-0.4198991
1.035276,-0.9790511,-0.83465093,-0.58601815,0.8427641,-1.0882665,0.080852434,-1.1374434,-0.27664068
-0.104722165,-0.9052824,-0.9337542,-0.76448613,0.21690536,-0.7330162,-0.5008339,-0.47667903,-0.9091283
0.9512389,-1.0022881,-0.8608435,-0.98064154,-0.18821575,-0.51503044,-0.6046561,-0.541779,-0.78326094
0.007811122,-0.97508603,-0.979921,-0.98083466,-0.14955749,-0.641943,-0.40737742,-0.8146825,-0.8338679
0.66386825,-1.0442381,-0.9724921,-0.8026924,0.14138262,-0.8134826,-0.15297525,-0.864335,-0.29635322
0.8917929,-1.0143605,-0.8912913,-1.0076296,-1.0696757,-0.81657183,-1.1241966,-0.7605135,-0.65106094
-0.1384491,-0.93109626,-0.6293202,-0.5318288,0.20824814,-0.65267617,-0.23087026,-0.1875351,-0.73461086
-0.5059252,-0.7789815,-0.8383467,-0.11731206,0.3713445,-0.80243826,0.07041441,-0.3100401,-0.80486655
-0.107209615,-0.9335114,-0.6633491,-0.58621824,0.21191297,-0.6740057,-0.30171672,-0.21895295,-0.7623011
-0.31828058,-0.9802021,-0.7235814,-0.9460562,-0.10469644,-0.58525693,-0.24453202,-0.42742848,-0.77952665
-0.32256702,-0.8800292,-0.9354225,-0.66274744,0.30312413,-0.7780862,-0.33877227,-0.2637276,-0.9397476
-0.104094155,-0.9061392,-0.5944438,-0.5062547,0.22134887,-0.65445614,-0.19140956,-0.20715502,-0.71092224
0.032492407,-0.95238703,-0.94792616,-0.93209726,0.16851863,-0.7226138,-0.6425817,-0.70081896,-0.86111194
0.9918251,-1.0144548,-0.8857458,-0.9003257,0.13975777,-0.7104325,-0.45353943,-0.69485354,-0.6903764
0.96349734,-1.0277894,-0.8664735,-0.96983534,-0.11261386,-0.5457537,-0.5769092,-0.5877349,-0.72260225
-0.09183421,-0.9932674,-0.97030836,-0.9763835,-0.54924804,-0.5847665,-0.06710546,-0.8751511,-0.72258747
