Carbon Finance Index,"Agriculture, forestry, and fishing, value added USD",Trade in USD,Fossil fuel subsidies in USD,Carbon intensity of energy production (Kg/KWh),Imported or exported CO₂ emissions per capita,Consumption-based carbon intensity (Kg/$),Annual GDP Growth,Fossil fuel consumption per capita (TWh)
-0.94998455,-0.99137837,-0.9774223,-0.9366887,0.15468778,-0.5656865,0.000469867,0.10612967,-0.6603478
0.33095106,-0.96504265,-1.0004305,-0.97886807,0.010451458,-0.70283747,-0.73561776,-0.8238079,-0.85528255
-0.46088734,-0.92623854,-0.37879923,-1.0299907,-0.000463411,-0.5724315,-0.25814041,-0.054439597,-0.7601454
-0.20808092,-0.92893153,-0.718473,-0.625837,0.18325323,-0.65035,-0.22076748,-0.09254121,-0.7299825
-0.15054855,-0.9687607,-0.6501577,-0.61230236,0.23152502,-0.6543334,-0.31628838,-0.058000676,-0.75963956
0.8919867,-0.96477354,-0.8518025,-0.9310892,0.03648612,-0.5768865,-0.50788736,-0.5556843,-0.78795904
-0.6240474,1.0244821,0.9342241,-0.16679804,0.8527165,-0.98768157,0.9383899,0.1877302,-0.75566995
0.94401777,-1.145909,-0.8978426,-0.3400282,1.028496,-1.2103205,0.23581614,-1.3404553,-0.42431203
0.8337249,-1.0334673,-0.9047725,-1.0215515,-1.0300889,-0.82005394,-1.113135,-0.74850756,-0.6740035
-0.4311966,-0.9353358,-0.39784688,-0.99988,0.01934155,-0.5784298,-0.26445696,-0.070370786,-0.7436301
-0.6692314,-0.9487428,-0.7158131,-0.94638157,0.08454552,-0.573277,-0.13804354,-0.000641063,-0.70156115
-0.11940809,-0.9541371,-0.9617884,-0.67835635,0.17488833,-0.7367888,-0.44878566,-0.35083106,-0.90842676
0.14388436,-0.9889312,-1.029429,-1.0028372,0.13565922,-0.73198014,-0.73767996,-0.8633297,-0.91280425
-0.9283719,1.1729982,1.2514623,-0.06665541,1.0455348,-1.137228,1.0513598,0.07937006,-0.9053515
-0.14484769,-0.9387671,-0.8621994,-0.9431426,-0.19255443,-0.59364027,-0.2695415,-0.6956284,-0.8001611
0.5749091,-0.99250317,-0.9368032,-0.976456,-0.60814786,-0.7492154,-0.92060596,-0.73026586,-0.731888
-0.37150365,-0.78448844,-0.87928396,-0.6908335,0.37117767,-0.7360094,-0.3441072,-0.09237504,-0.91425085
-0.16513968,-0.9472882,-0.55861676,-0.722314,0.15678307,-0.6405999,-0.29535794,-0.15142372,-0.7376144
