Carbon Finance Index,"Agriculture, forestry, and fishing, value added USD",Trade in USD,Fossil fuel subsidies in USD,Carbon intensity of energy production (Kg/KWh),Imported or exported CO₂ emissions per capita,Consumption-based carbon intensity (Kg/$),Annual GDP Growth,Fossil fuel consumption per capita (TWh)
0.92869496,-0.9922052,-0.813877,-0.6136088,0.8092589,-1.0896064,0.07676907,-1.0922095,-0.30610693
-0.4859765,-0.9715165,-0.3264502,-1.0631171,0.011498988,-0.5776278,-0.30826047,0.020567723,-0.78985
-0.8694493,0.18538092,-0.3782761,-0.8046263,1.4031162,-0.84911793,0.1797577,0.23377547,-0.9718643
0.40887606,-1.08972,-1.0454156,-0.99892646,-0.39217985,-0.6156085,-0.26084447,-0.7717477,-0.27832744
0.011178441,-0.9939642,-0.9710756,-0.96358865,-0.52588266,-0.5855517,-0.15862115,-0.8822047,-0.6731529
1.0193638,-1.036036,-0.83647954,-0.63588536,0.8278666,-1.1176169,0.048592944,-1.1204172,-0.32124272
0.14401513,-1.0105366,-1.0555545,-1.0522099,0.13771161,-0.753109,-0.79110956,-0.8563478,-0.9063042
0.058601655,-1.020341,-0.9618286,-1.0038506,-0.59971213,-0.6129484,-0.24603395,-0.9116271,-0.6785434
0.81576765,-0.96593773,-0.8711533,-0.89959186,-0.048751697,-0.5069992,-0.5649023,-0.4777492,-0.8179146
-0.16352382,-0.9271437,-0.7028795,-0.6140809,0.19260833,-0.6507685,-0.2321275,-0.10405918,-0.7390282
-0.43486246,-0.94971585,-0.46460956,-0.9253455,0.068156675,-0.5915154,-0.27550367,-0.094437174,-0.7608488
-0.5374228,0.88970095,0.851881,-0.22215787,0.7825573,-1.0284655,0.88506305,0.027356997,-0.7765224
-0.2268103,-0.9145884,-1.0280232,-0.7380149,0.2638213,-0.7492757,-0.4556067,-0.37225416,-0.9504195
-0.09757338,-0.90885466,-0.6069807,-0.50429845,0.19841175,-0.63692504,-0.2212031,-0.19557801,-0.71001464
0.31080243,-0.9813551,-0.9423444,-0.89793414,0.09897795,-0.661492,-0.6137913,-0.6267387,-0.85778284
