Carbon Finance Index,"Agriculture, forestry, and fishing, value added USD",Trade in USD,Fossil fuel subsidies in USD,Carbon intensity of energy production (Kg/KWh),Imported or exported CO₂ emissions per capita,Consumption-based carbon intensity (Kg/$),Annual GDP Growth,Fossil fuel consumption per capita (TWh)
0.007264361,-1.0194762,-0.96933925,-0.97551745,-0.4302913,-0.58255094,-0.11014046,-0.8798719,-0.5328314
-0.5953933,0.5328355,0.5626415,-0.33439115,0.57725734,-0.8848128,0.69056034,-0.12557152,-0.74739873
-0.52125376,-0.7044959,-0.57121027,-0.7467691,-0.08352344,-0.6610405,0.19395362,-0.8777581,-0.76255494
0.7251463,-1.0001743,-0.9126904,-0.9912767,-0.8269826,-0.7616845,-0.8806965,-0.70620924,-0.5469814
-0.19888383,-0.8993243,-0.8203315,-0.6274954,0.25114983,-0.7261463,-0.33132082,-0.29121637,-0.85953677
0.07122531,-0.97971433,-0.95297325,-0.9664842,-0.5524536,-0.59873277,-0.26285934,-0.85191715,-0.6714141
-0.38322106,-1.0085894,-0.49759474,-1.0473461,-0.19888817,-0.57041466,-0.24220051,-0.24120638,-0.78653187
-0.5578036,-0.9566859,-0.8839713,-0.799099,0.15580596,-0.6166656,-0.07742174,-0.05547657,-0.7098193
0.8251961,-1.0210205,-0.9112921,-1.0107396,-0.9846372,-0.7880029,-1.0432216,-0.7610889,-0.62549835
0.8130841,-1.0301062,-0.90657085,-1.0192783,-1.0195878,-0.80729777,-1.0620677,-0.763235,-0.6438062
0.6891296,-1.0006696,-0.9160805,-1.0338746,-0.86655176,-0.71096015,-0.86981833,-0.7436123,-0.63404304
-1.0066262,-0.98759055,-1.0018829,-0.9836309,0.13705774,-0.5219764,0.047745083,0.24945304,-0.65331584
-0.6945486,0.7994299,0.8875011,-0.20134534,0.7877667,-0.9896714,0.8317369,-0.058107577,-0.79857713
-0.33188674,-0.24763688,-0.18276632,-0.6393817,0.12314989,-0.7482036,0.24648212,-0.5245107,-0.68484277
0.004672535,-0.9303122,-0.8547065,-0.81368744,0.1679429,-0.6796934,-0.50461024,-0.53464586,-0.81923676
-0.73907894,0.110579535,-0.44475624,-0.8557928,1.3288008,-0.81886446,0.10922037,0.21970668,-0.9362623
0.81931216,-1.0024773,-0.91037685,-0.9655773,-0.2640769,-0.60668135,-0.69055825,-0.64809597,-0.79152596
-0.51566255,-0.9856405,-0.8105916,-0.83169883,0.10817172,-0.63699055,-0.19711469,-0.16123188,-0.7965744
-0.36740038,-0.8375782,-0.99758565,-0.71329105,0.35851312,-0.793431,-0.34813562,-0.2270414,-0.98956496
-0.12667355,-0.9773664,-0.9383594,-0.9857648,-0.52449024,-0.5668785,-0.041438293,-0.8686037,-0.6811102
-0.27276272,-0.95754445,-0.5063212,-0.8303459,0.114333645,-0.61148745,-0.31383997,-0.13384122,-0.74983084
-0.011706017,-0.9269762,-1.0092442,-0.9195679,0.21603064,-0.73371494,-0.646476,-0.6764067,-0.9251007
1.004112,-1.0021757,-1.0019982,-0.97280335,-0.2886346,-0.7341157,-0.412436,-0.6636154,0.03558806
-0.5211391,-0.53909504,-0.8410226,-0.761771,0.6829961,-0.84281266,-0.21527864,-0.12319624,-1.0107561
-0.015237123,-0.9195346,-0.7808667,-0.66777116,0.15534973,-0.63714767,-0.35840213,-0.35811445,-0.76130855
-0.11292981,-1.0265589,-0.95170903,-0.92300993,-0.34786338,-0.59434694,-0.11060436,-0.8618931,-0.59911656
0.7516867,-0.9820157,-0.89863455,-0.983308,-0.14480083,-0.57770455,-0.6279472,-0.6576098,-0.8238285
-0.45985776,-1.0430785,-0.60674036,-1.092201,0.37372142,-0.6401178,-0.7035394,1.3159314,-0.6728776
-0.92795086,-1.0024104,-1.0150291,-0.99534744,0.10511629,-0.548882,0.052448917,0.15440607,-0.6808064
-0.5574565,-0.96269214,-0.59654856,-0.94863904,0.055541188,-0.5882182,-0.2052093,-0.052379303,-0.7409253
-0.41468757,-0.923357,-0.7470384,-0.918786,0.31215084,-0.6320839,-0.45490196,0.6668243,-0.67870176
0.14854205,-1.033785,-1.0764008,-1.0762978,0.13734397,-0.7800918,-0.8248496,-0.9081637,-0.9329927
-0.4843841,-0.93807346,-0.40024072,-1.0430671,0.020274492,-0.5991595,-0.273736,0.012610275,-0.8129223
-0.198616,-0.8941265,-0.97820497,-0.7612342,0.2741469,-0.7728815,-0.47520816,-0.41141757,-0.9644699
-0.23005539,-0.8798275,-0.94482774,-0.6989,0.26532876,-0.7638446,-0.3875451,-0.3049902,-0.93201137
-0.12966916,-0.92974764,-0.59437215,-0.61796814,0.15561022,-0.63475245,-0.25656846,-0.15878192,-0.7140527
0.86350924,-1.0039718,-0.944662,-0.98248976,-0.7272608,-0.7124578,-0.82610667,-0.70300204,-0.5028119
0.5777345,-0.99575293,-0.9213576,-0.94728416,-0.6602512,-0.7360756,-0.8716873,-0.72211534,-0.71142566
0.889889,-0.9873333,-0.89097786,-1.0091419,-0.98138887,-0.76821595,-1.0502499,-0.7343521,-0.60576737
-0.442678,0.10052191,0.110596776,-0.46913597,0.36479694,-0.75718635,0.42910445,-0.30569097,-0.7248835
-0.42113337,-0.85947746,-1.0194596,-0.69577354,0.39246368,-0.8246648,-0.38161668,-0.22319666,-1.0215834
-0.8102276,-0.9590175,-0.8864928,-0.9574649,0.09885179,-0.5529726,-0.037356924,0.114760496,-0.6402998
0.9850161,-1.093924,-1.05626,-1.0190736,-0.41184264,-0.7253179,-0.4838661,-0.6793954,0.052688126
1.0083405,-1.0467511,-1.0061688,-1.0027219,-0.41400248,-0.68777376,-0.51221144,-0.65270925,0.023440037
0.94547737,-1.0577742,-1.0605208,-1.0391871,-0.3927238,-0.6709041,-0.4772547,-0.6459235,0.045555
0.8457561,-0.9764959,-0.80592144,-0.74790907,0.49528384,-0.8570289,-0.18137945,-0.85202515,-0.49450773
0.92838186,-1.0118183,-0.98630214,-1.0057591,-0.36133373,-0.7001321,-0.46669826,-0.61090773,0.021729473
-0.11767623,-0.9111012,-0.5757301,-0.5347059,0.18081935,-0.62543964,-0.20466411,-0.16161324,-0.6969909
-0.44412094,-0.9325438,-0.43158883,-1.0034568,0.01066719,-0.5714813,-0.29018652,-0.07047361,-0.76124686
-0.4210286,-0.9372663,-0.4136076,-0.9171874,0.06378451,-0.58189887,-0.26915297,-0.06721892,-0.7371562
-0.5985881,-0.9590378,-0.810125,-0.99357426,0.24891865,-0.60363257,-0.33625698,0.5637797,-0.64640117
-0.08418327,-0.9400618,-0.6593794,-0.72584444,0.14080739,-0.66557556,-0.33966407,-0.26120526,-0.7577361
0.9700504,-1.0247494,-1.009246,-1.022866,-0.43295026,-0.7248764,-0.5200201,-0.64409125,-0.057895016
0.009802736,-0.93996847,-0.9817329,-0.9171259,0.19384798,-0.71819437,-0.6479192,-0.7003291,-0.89137495
-0.3938729,-0.9280956,-0.43612707,-0.9945864,0.007113174,-0.5676432,-0.30163708,-0.079735346,-0.76555634
-0.24887422,-0.9144712,-0.97584563,-0.67447835,0.28111166,-0.7875033,-0.37642804,-0.31479922,-0.9573201
0.9625567,-1.0432873,-0.9368485,-1.0301486,-0.6684038,-0.6797224,-0.8407973,-0.6611739,-0.53179973
0.12502724,-0.96600306,-1.0147845,-1.0276581,0.16505192,-0.73052627,-0.7528925,-0.79737324,-0.9143367
0.9405207,-1.010848,-0.9026058,-1.033366,-1.0776011,-0.7891366,-1.132896,-0.78668624,-0.61703676
-0.36947086,-0.94358605,-0.43364486,-0.89870703,0.083063506,-0.5981465,-0.29175094,-0.07310731,-0.7546841
-0.072768934,-0.9183643,-0.61432946,-0.49611497,0.19070284,-0.63829833,-0.22846499,-0.17071456,-0.7085542
0.002562858,-0.948913,-0.9377684,-0.7746362,0.1696223,-0.7141159,-0.4774144,-0.3898549,-0.9045548
-0.053291656,-0.9404365,-0.72202134,-0.6375747,0.15432318,-0.659398,-0.33560455,-0.28167626,-0.7631574
-0.14024189,-0.9913976,-0.934156,-0.9683648,-0.55871177,-0.570463,-0.054098766,-0.8715306,-0.69820607
-0.05450859,-0.9420382,-1.0127859,-0.876556,0.21597986,-0.74085623,-0.63395417,-0.59953904,-0.9330043
-0.0647923,-0.8983836,-0.95928526,-0.81712633,0.21094708,-0.72044235,-0.53071916,-0.54296905,-0.8882067
-0.500789,-0.7630479,-0.893502,-0.7894033,0.37022007,-0.7413377,-0.23916167,-0.057677187,-0.8775638
-0.10657715,-0.93789107,-0.750085,-0.6555355,0.203857,-0.69287485,-0.34248176,-0.2987994,-0.79489607
-0.62902784,-0.3443933,-0.5677926,-0.9362848,0.8613245,-0.74977946,-0.21026565,0.46110955,-0.89143586
-0.852975,-1.0290741,-0.90892357,-1.0391523,0.23349869,-0.60512805,-0.20309488,0.5331684,-0.6664454
0.1585468,-0.9954508,-1.0402477,-1.017533,0.14231664,-0.7361023,-0.75799537,-0.8668359,-0.91021794
0.75613,-1.0988512,-1.0580071,-1.0477526,-0.40421778,-0.67048824,-0.379601,-0.75389236,-0.03198802
0.9749427,-1.0332112,-0.9326544,-1.0373787,-0.54090816,-0.6058906,-0.7980847,-0.6248062,-0.6715593
-0.30464244,-0.9651434,-0.7098198,-0.9358715,0.28951836,-0.6280448,-0.5545414,0.7645176,-0.6649039
-0.13309315,-1.0042686,-0.9462587,-0.9662857,-0.560809,-0.57772684,-0.06301652,-0.8756844,-0.6982738
-0.17279029,-0.9546674,-0.6965511,-0.7112538,0.21604478,-0.6336583,-0.38878775,0.17237821,-0.7163855
-0.07700499,-0.94440186,-0.87115294,-0.8321416,0.1840545,-0.686521,-0.52541035,-0.48469213,-0.8549758
-0.11259888,-0.90463203,-0.573246,-0.5354215,0.18550876,-0.62060165,-0.19930543,-0.16051924,-0.7028811
-0.51030505,-0.75017893,-0.94843197,-0.7113415,0.5210576,-0.85374373,-0.29783207,-0.19555011,-1.0363965
-0.076283865,-0.9618393,-0.8433768,-0.9713375,0.028590478,-0.6878897,-0.5262735,-0.56540424,-0.8515821
0.38902608,-0.9869062,-1.0058327,-0.99099314,-0.10666953,-0.7363084,-0.77856624,-0.8218317,-0.8406406
